6.101931,5.684308,1.880388
4.784733,5.09287,1.869591
0.8042131,5.51114,1.069403
1.321552,0.4966194,3.306652
1.065299,2.72811,3.293049
5.988659,2.83001,0.4980234
6.155252,2.276732,1.452129
6.186081,3.397702,0.8179916
0.8142192,5.238751,4.200921
3.224068,4.945281,3.353737
1.531322,1.832217,4.670894
5.582766,5.326224,3.210142
2.092668,3.038927,6.057254
5.205452,2.81761,2.42013
4.120894,6.20392,0.08922369
5.690432,3.042444,1.205436
0.413168,5.483203,2.270456
6.082203,5.4802,1.099832
3.586567,6.028132,2.708052
5.80011,2.624347,5.28781
5.206007,3.780756,2.548612
2.402265,3.016346,3.85737
4.553037,2.322737,0.08442238
6.406496,2.458805,1.60759
6.190718,6.334389,5.159381
1.28749,5.11438,2.322734
1.048393,3.824487,5.682882
6.188495,5.247288,3.327503
5.264538,5.530892,6.196384
1.846034,2.254629,2.699089
3.730726,1.886749,2.432516
5.593043,5.676698,2.902379
3.694585,5.681477,1.160798
5.653707,2.708105,4.099949
0.7723593,1.130669,0.7280931
2.091985,4.195901,6.751265
4.533286,0.6847682,5.575151
3.196328,1.805216,4.827076
5.627397,2.112287,6.219382
3.329358,0.4683008,0.08704454
1.281238,6.649574,2.149793
6.454009,6.49914,4.141345
4.796097,1.902865,0.4597006
5.406638,5.009622,3.941916
0.1391815,4.765467,0.2581695
4.512572,5.468972,3.790475
4.744135,6.649416,4.415048
0.572361,2.695172,4.299679
6.470017,1.911316,1.030104
3.118075,0.7454615,1.002732
3.990454,5.302833,1.798482
0.25315,2.150958,3.43467
2.926574,3.503811,5.165544
5.637997,6.685224,0.7580348
0.007279527,4.554309,0.06101349
5.141311,4.427775,3.761864
2.356737,0.5550467,2.109699
1.463353,1.344893,1.403269
0.8740326,0.2380573,1.820861
4.496165,2.479414,3.886629
1.278683,0.04154319,6.819486
6.067721,1.986108,5.060115
5.093793,3.250599,2.91049
5.999032,0.6331116,1.511313
0.3304852,0.7089438,0.2435104
0.9722431,1.938643,1.930003
0.5362242,0.07676068,0.9082677
0.2336808,0.6676306,2.054762
1.513959,0.6735053,0.6329969
0.4446155,2.036661,0.6723285
0.7308368,1.66897,1.577366
1.657117,2.072758,1.009338
0.7852813,1.465908,0.07048599
1.2603,0.9798586,1.41672
1.191338,1.975768,1.339393
0.1764427,1.924061,0.7070693
0.6175929,0.4136439,0.7835028
1.032615,2.062175,1.237171
1.513656,0.8263059,1.238988
1.652047,1.530028,1.137089
1.025736,0.139237,0.1146761
0.6459976,1.216571,0.006392111
0.613013,1.416749,0.3366031
0.4468682,0.5272403,0.2567333
1.999667,0.05884793,1.205901
1.257459,0.1448458,1.689265
1.862271,0.3012021,0.8968123
0.9120098,0.7934935,1.504667
1.179962,1.563793,1.887824
1.583353,1.269705,0.7161173
1.350473,1.723276,1.051862
0.6167189,0.3032528,0.5514525
1.72673,1.83906,0.9894807
0.8387109,1.190099,2.01323
1.286795,1.650313,1.345138
